postcode,shopcode,duration,livraison
35850,315,3595,0
35850,336,4015,0
35850,346,4917,0
35850,16,4971,0
35890,36,1155,1
35890,16,3466,1
35890,315,3741,0
35890,336,3789,0
35890,347,4374,0
35890,346,4561,0
36220,9,3303,1
36220,47,4100,1
36220,22,4813,1
36220,20,5399,1
36220,307,5941,0
36220,337,6024,0
36290,9,2169,1
36290,22,4356,1
36290,47,4375,1
36290,20,4979,1
36290,337,5105,0
36290,144,5652,0
36300,9,2444,1
36300,47,4357,1
36300,20,4432,1
36300,22,5410,1
36300,144,6044,0
36300,337,6230,0
37120,22,2534,1
37120,47,3072,1
37120,353,3574,0
37120,307,4913,1
37120,337,4960,0
37120,32,5400,0
37130,22,1776,1
37130,353,2850,0
37130,32,4311,0
37130,337,4342,0
37130,64,4402,0
37130,47,4540,0
37140,353,1700,0
37140,22,2391,1
37140,32,3244,0
37140,64,4410,1
37140,337,4957,0
37140,47,5155,0
37160,22,2493,1
37160,47,3030,1
37160,353,4740,0
37160,9,4799,1
37160,307,4871,0
37160,337,4920,0
37190,22,1427,1
37190,353,2973,0
37190,47,3904,1
37190,337,3993,0
37190,32,4442,0
37190,64,4822,0
37220,22,2100,1
37220,47,3259,1
37220,353,3363,0
37220,337,4527,0
37220,32,4960,0
37220,307,5101,0
37230,22,1552,1
37230,353,3318,0
37230,337,3719,0
37230,64,3846,1
37230,47,4679,0
37230,32,4787,0
37240,22,2135,1
37240,47,3646,1
37240,9,4475,1
37240,353,4600,0
37240,337,4720,0
37240,307,5487,0
37250,22,970,1
37250,47,3363,1
37250,353,3369,0
37250,337,3549,0
37250,64,4443,0
37250,32,4838,0
37260,22,1387,1
37260,353,3297,0
37260,47,3773,1
37260,337,3959,0
37260,32,4766,0
37260,64,4854,0
37290,47,3313,1
37290,9,3323,1
37290,22,3835,1
37290,307,5155,1
37290,337,5692,0
37290,353,5933,0
37300,22,542,1
37300,353,2986,0
37300,337,3186,0
37300,47,3747,1
37300,64,4080,0
37300,32,4455,0
37320,22,1384,1
37320,353,3964,0
37320,47,4075,1
37320,337,4112,0
37320,64,5007,0
37320,32,5433,0
37330,22,2544,1
37330,353,2855,0
37330,64,3184,1
37330,337,4001,0
37330,32,4073,0
37330,33,5330,0
37340,22,2131,1
37340,353,2706,0
37340,64,4028,1
37340,32,4069,0
37340,337,4646,0
37340,47,4896,0
37350,22,3307,1
37350,47,3499,1
37350,9,3799,1
37350,307,5340,1
37350,337,5592,0
37350,353,5968,0
37420,353,2160,0
37420,22,2640,1
37420,32,3628,1
37420,64,4794,1
37420,47,4879,0
37420,337,5207,0
37500,353,2309,0
37500,22,2531,1
37500,32,4021,1
37500,47,4146,0
37500,337,5097,0
37500,64,5187,0
37510,22,1118,1
37510,353,2893,0
37510,337,3684,0
37510,47,4112,1
37510,32,4362,0
37510,64,4382,0
37600,22,2714,1
37600,9,3731,1
37600,337,4604,0
37600,47,4643,0
37600,353,5228,0
37600,64,6299,0
37800,22,1644,1
37800,47,2804,1
37800,353,3891,0
37800,337,4071,0
37800,307,4645,0
37800,64,4966,0
44000,16,974,1
44000,344,2957,0
44000,121,3209,1
44000,32,3255,1
44000,36,4306,0
44000,346,4341,0
44100,16,974,1
44100,344,2957,0
44100,121,3209,1
44100,32,3255,1
44100,36,4306,0
44100,346,4341,0
44110,36,2653,1
44110,16,2909,1
44110,32,3219,1
44110,336,3405,0
44110,344,4260,0
44110,315,5054,0
44115,16,1259,1
44115,121,2868,1
44115,32,3099,1
44115,344,3135,0
44115,36,4485,0
44115,346,4520,0
44116,121,1471,1
44116,16,2280,1
44116,344,4111,0
44116,32,4352,0
44116,307,4365,0
44116,48,5148,0
44117,344,1017,0
44117,16,2872,1
44117,346,2976,1
44117,45,5236,1
44117,32,5397,0
44117,121,5460,0
44118,16,1648,1
44118,121,2609,1
44118,344,3479,0
44118,32,3720,0
44118,346,4863,0
44118,36,5106,0
44119,16,923,1
44119,344,2596,0
44119,32,3208,1
44119,36,3265,1
44119,121,3495,0
44119,346,3980,0
44120,16,1443,1
44120,121,2485,1
44120,344,3273,0
44120,32,3365,1
44120,346,4657,0
44120,36,4751,0
44130,16,1784,1
44130,344,2003,0
44130,36,3390,1
44130,346,3471,1
44130,32,4247,0
44130,121,4373,0
44140,16,1625,1
44140,121,1842,1
44140,344,3456,0
44140,32,3697,0
44140,307,4568,0
44140,346,4840,0
44150,16,1905,1
44150,32,2024,1
44150,344,3782,0
44150,121,3949,1
44150,353,4660,0
44150,336,4893,0
44160,344,1392,0
44160,16,2075,1
44160,346,2288,1
44160,36,4265,1
44160,45,4548,0
44160,32,4600,0
44170,16,1860,1
44170,36,2612,1
44170,344,3212,0
44170,32,4004,0
44170,121,4432,0
44170,346,4680,0
44190,121,2319,1
44190,16,2340,1
44190,344,4217,0
44190,32,4553,0
44190,307,5213,0
44190,353,5219,0
44200,16,974,1
44200,344,2957,0
44200,121,3209,1
44200,32,3255,1
44200,36,4306,0
44200,346,4341,0
44210,344,1679,0
44210,16,2204,1
44210,121,3980,1
44210,346,4543,1
44210,32,4829,0
44210,36,5705,0
44220,16,982,1
44220,344,2251,0
44220,121,3459,1
44220,32,3507,1
44220,346,3635,0
44220,36,4383,0
44230,16,1206,1
44230,121,2508,1
44230,32,3046,1
44230,344,3083,0
44230,36,4432,0
44230,346,4467,0
44240,16,947,1
44240,344,2824,0
44240,32,2961,1
44240,121,3360,1
44240,36,3863,0
44240,346,4208,0
44250,344,804,0
44250,16,2692,1
44250,346,3668,1
44250,121,4644,1
44250,32,5217,0
44250,36,5555,0
44260,344,1352,0
44260,16,1644,1
44260,346,2972,1
44260,32,4169,0
44260,121,4232,0
44260,36,4540,0
44270,16,2381,1
44270,121,2506,1
44270,344,2960,0
44270,32,4453,0
44270,346,5595,0
44270,36,5839,0
44290,36,2523,1
44290,16,2840,1
44290,344,3038,0
44290,346,3845,1
44290,315,5109,0
44290,336,5157,0
44300,16,974,1
44300,344,2957,0
44300,121,3209,1
44300,32,3255,1
44300,36,4306,0
44300,346,4341,0
44310,16,1818,1
44310,121,2577,1
44310,344,3416,0
44310,32,3890,0
44310,346,5032,0
44310,36,5276,0
44320,344,1753,0
44320,16,2340,1
44320,121,4259,1
44320,346,4618,1
44320,32,4966,0
44320,36,5842,0
44330,16,1662,1
44330,121,2876,1
44330,32,3427,1
44330,344,3538,0
44330,353,4784,0
44330,36,4888,0
44340,16,615,1
44340,344,2446,0
44340,121,2534,1
44340,32,3240,1
44340,346,3830,0
44340,36,4116,0
44350,344,1251,0
44350,346,3033,1
44350,16,3105,1
44350,45,5294,1
44350,36,5609,0
44350,32,5630,0
44360,16,911,1
44360,344,1857,0
44360,346,3241,1
44360,32,3436,1
44360,121,3499,0
44360,36,4228,0
44370,32,1678,1
44370,16,2601,1
44370,353,4314,0
44370,344,4478,0
44370,121,4644,0
44370,64,4813,0
44380,344,822,0
44380,16,2677,1
44380,346,3467,1
44380,32,5202,0
44380,121,5265,0
44380,36,5539,0
44390,16,1829,1
44390,344,3303,0
44390,36,3341,1
44390,32,3477,1
44390,121,4304,0
44390,346,4772,0
44400,16,1030,1
44400,121,2594,1
44400,344,2860,0
44400,32,3411,1
44400,346,4245,0
44400,36,4531,0
44410,344,1684,0
44410,346,2159,1
44410,16,2922,1
44410,45,4419,1
44410,36,4906,0
44410,32,5447,0
44420,344,1884,0
44420,346,2881,1
44420,16,3739,1
44420,45,5141,1
44420,36,5924,0
44420,32,6264,0
44430,16,1864,1
44430,32,3349,1
44430,121,3387,1
44430,344,3741,0
44430,36,5091,0
44430,346,5125,0
44440,16,2335,1
44440,32,2885,1
44440,36,4084,1
44440,344,4101,0
44440,121,4328,0
44440,336,4417,0
44450,16,1406,1
44450,121,2987,1
44450,32,3213,1
44450,344,3283,0
44450,36,4632,0
44450,346,4667,0
44460,344,2891,0
44460,16,2894,1
44460,36,3075,1
44460,346,3139,1
44460,45,5399,0
44460,32,5419,0
44470,16,995,1
44470,32,2547,1
44470,344,2872,0
44470,121,2988,1
44470,36,4221,0
44470,346,4256,0
44480,344,1058,0
44480,16,2146,1
44480,346,3085,1
44480,32,4672,0
44480,121,4734,0
44480,36,5009,0
44490,344,1969,0
44490,16,3824,1
44490,346,3995,1
44490,45,6255,1
44490,32,6349,0
44490,121,6412,0
44500,344,759,0
44500,16,2614,1
44500,346,3233,1
44500,32,5139,0
44500,121,5202,0
44500,36,5477,0
44510,344,1538,0
44510,16,3392,1
44510,346,3563,1
44510,45,5823,1
44510,32,5917,0
44510,121,5980,0
44520,16,2701,1
44520,36,3322,1
44520,32,3415,1
44520,344,4039,0
44520,336,4074,0
44520,121,4745,0
44521,16,2093,1
44521,32,2321,1
44521,121,3878,1
44521,344,3970,0
44521,36,4689,0
44521,353,4958,0
44522,16,1822,1
44522,32,1870,1
44522,344,3698,0
44522,121,3865,1
44522,353,4506,0
44522,336,4588,0
44530,344,2182,0
44530,16,2389,1
44530,346,2814,1
44530,36,3629,1
44530,32,4915,0
44530,121,4977,0
44540,32,2588,1
44540,16,2865,1
44540,336,4300,0
44540,36,4352,1
44540,344,4742,0
44540,121,4908,0
44550,344,647,0
44550,16,2113,1
44550,346,3028,1
44550,32,4638,0
44550,121,4701,0
44550,36,4976,0
44560,344,947,0
44560,16,2746,1
44560,346,3811,1
44560,121,4664,1
44560,32,5371,0
44560,36,5698,0
44570,344,404,0
44570,16,2183,1
44570,346,3159,1
44570,32,4709,0
44570,121,4772,0
44570,36,5046,0
44580,344,2243,0
44580,16,2359,1
44580,121,3202,1
44580,32,4984,0
44580,346,5107,0
44580,36,5860,0
44590,16,2350,1
44590,36,2413,1
44590,344,3701,0
44590,32,4148,0
44590,336,4365,0
44590,346,4539,0
44600,344,487,0
44600,16,2342,1
44600,346,3459,1
44600,32,4867,0
44600,121,4930,0
44600,36,5205,0
44610,16,826,1
44610,344,2448,0
44610,121,3074,1
44610,32,3463,1
44610,346,3832,0
44610,36,4339,0
44620,16,1046,1
44620,344,2877,0
44620,121,2965,1
44620,32,3671,1
44620,346,4261,0
44620,36,4548,0
44630,344,2483,0
44630,16,2486,1
44630,36,3090,1
44630,346,3535,1
44630,32,5012,0
44630,121,5074,0
44640,16,1309,1
44640,344,2353,0
44640,121,3228,1
44640,32,3934,0
44640,346,4524,0
44640,36,4810,0
44650,121,1723,1
44650,16,2615,1
44650,344,3810,0
44650,32,4687,0
44650,307,5488,0
44650,346,5829,0
44660,36,2421,1
44660,16,3345,1
44660,336,3871,0
44660,32,3887,0
44660,344,4696,0
44660,315,4822,0
44670,32,2625,1
44670,16,3079,1
44670,336,3298,0
44670,36,3306,1
44670,344,4766,0
44670,121,5122,0
44680,16,1799,1
44680,344,2642,0
44680,121,3655,1
44680,32,4424,0
44680,346,5014,0
44680,36,5301,0
44690,16,1628,1
44690,121,2380,1
44690,32,3468,1
44690,344,3504,0
44690,36,4854,0
44690,346,4889,0
44700,16,477,1
44700,344,2387,0
44700,32,3028,1
44700,121,3227,1
44700,346,3771,0
44700,36,3828,0
44710,16,1395,1
44710,344,2891,0
44710,121,3314,1
44710,32,4020,0
44710,346,4610,0
44710,36,4896,0
44720,344,1249,0
44720,16,2684,1
44720,346,2707,1
44720,45,4967,1
44720,36,5038,0
44720,32,5209,0
44730,344,1177,0
44730,16,2818,1
44730,346,4041,1
44730,121,4366,1
44730,32,5443,0
44730,36,5928,0
44740,344,1518,0
44740,16,3373,1
44740,346,3544,1
44740,45,5804,1
44740,32,5898,0
44740,121,5961,0
44750,344,1582,0
44750,16,1677,1
44750,346,2585,1
44750,36,3892,1
44750,32,4203,0
44750,121,4265,0
44760,344,1807,0
44760,16,2438,1
44760,121,3766,1
44760,346,4671,1
44760,32,5063,0
44760,36,5939,0
44770,344,1481,0
44770,16,3016,1
44770,346,4345,1
44770,121,4562,1
44770,32,5642,0
44770,36,6231,0
44780,344,2069,0
44780,346,2131,1
44780,16,2398,1
44780,36,4220,1
44780,45,4391,0
44780,32,4924,0
44800,16,576,1
44800,344,2224,0
44800,121,2931,1
44800,32,3211,1
44800,346,3608,0
44800,36,4087,0
44810,16,1258,1
44810,344,2704,0
44810,36,3036,1
44810,32,3543,1
44810,121,3830,0
44810,346,4173,0
44830,16,1234,1
44830,344,3065,0
44830,121,3153,1
44830,32,3859,1
44830,346,4449,0
44830,36,4735,0
44840,16,1141,1
44840,121,2095,1
44840,344,2971,0
44840,32,3303,1
44840,346,4356,0
44840,36,4642,0
44850,16,1684,1
44850,32,2883,1
44850,344,3561,0
44850,121,3677,1
44850,36,4454,0
44850,346,4945,0
44860,16,1145,1
44860,121,2714,1
44860,344,2976,0
44860,32,3623,1
44860,346,4360,0
44860,36,4646,0
44880,16,878,1
44880,344,2386,0
44880,32,3417,1
44880,121,3488,1
44880,346,3770,0
44880,36,4037,0
44980,16,968,1
44980,32,2580,1
44980,121,2622,1
44980,344,2844,0
44980,36,4194,0
44980,346,4229,0
49000,32,562,1
49000,353,2675,0
49000,16,3078,1
49000,64,3174,1
49000,336,3978,0
49000,22,4315,0
49070,32,797,1
49070,16,3282,1
49070,353,3362,0
49070,64,3862,1
49070,336,4297,0
49070,22,5003,0
49080,32,706,1
49080,353,3173,0
49080,16,3397,1
49080,64,3938,1
49080,336,4479,0
49080,22,5079,0
49100,32,497,1
49100,353,2609,0
49100,64,3109,1
49100,16,3159,1
49100,336,4132,0
49100,22,4250,0
49110,32,2207,1
49110,16,3746,1
49110,353,4233,0
49110,121,4515,0
49110,64,5321,0
49110,344,5623,0
49112,32,1004,1
49112,353,2737,0
49112,64,3127,1
49112,16,3552,1
49112,22,4268,0
49112,336,4452,0
49120,32,2314,1
49120,353,2763,0
49120,121,3573,1
49120,16,3955,1
49120,64,4661,0
49120,307,5544,0
49122,16,3076,1
49122,32,3177,1
49122,121,3456,1
49122,353,3606,0
49122,344,4953,0
49122,307,5426,0
49123,32,1321,1
49123,16,2980,1
49123,353,3957,0
49123,336,4407,0
49123,64,4456,0
49123,344,4857,0
49124,32,1142,1
49124,353,2681,0
49124,64,3348,1
49124,16,3690,1
49124,22,4489,0
49124,336,4590,0
49125,32,1573,1
49125,353,2903,0
49125,64,3135,1
49125,336,3760,0
49125,16,4121,0
49125,22,4543,0
49130,32,943,1
49130,353,2596,0
49130,64,3576,1
49130,16,3657,1
49130,336,4607,0
49130,121,4673,0
49140,32,1416,1
49140,353,2261,0
49140,64,2643,1
49140,22,3902,1
49140,16,3964,0
49140,336,4455,0
49150,353,2144,0
49150,32,2424,1
49150,64,3342,1
49150,22,3784,1
49150,16,4972,0
49150,337,5379,0
49160,353,1409,0
49160,32,2402,1
49160,22,3283,1
49160,64,3568,1
49160,16,4950,0
49160,337,5849,0
49170,32,743,1
49170,16,2990,1
49170,353,3442,0
49170,64,3941,1
49170,336,4445,0
49170,121,4824,0
49190,32,1472,1
49190,353,2801,0
49190,16,3952,1
49190,121,4168,0
49190,64,4190,0
49190,336,5207,0
49220,32,1093,1
49220,336,3074,0
49220,353,3543,0
49220,16,3644,1
49220,64,4043,0
49220,36,4274,0
49230,16,2468,1
49230,32,3122,1
49230,121,3484,1
49230,353,4114,0
49230,344,4345,0
49230,307,5377,0
49240,32,620,1
49240,353,2975,0
49240,16,3131,1
49240,64,3474,1
49240,336,3858,0
49240,22,4615,0
49250,353,2010,0
49250,32,2224,1
49250,64,3390,1
49250,22,3665,1
49250,16,4772,0
49250,336,5691,0
49260,353,1019,0
49260,32,3290,1
49260,22,3883,1
49260,47,4663,0
49260,64,4922,0
49260,307,5182,0
49270,16,2418,1
49270,32,2736,1
49270,121,3948,1
49270,344,4295,0
49270,36,5339,0
49270,353,5413,0
49280,16,2612,1
49280,121,2843,1
49280,32,3232,1
49280,353,3729,0
49280,344,4489,0
49280,307,4814,0
49290,32,1829,1
49290,16,3558,1
49290,353,3956,0
49290,121,4615,1
49290,64,5034,0
49290,336,5412,0
49300,121,2799,1
49300,16,2884,1
49300,32,3187,1
49300,353,3698,0
49300,344,4761,0
49300,307,4769,0
49310,353,2294,0
49310,32,3139,1
49310,121,4102,1
49310,16,4467,1
49310,22,5243,0
49310,64,5419,0
49320,353,1785,0
49320,32,1975,1
49320,64,4318,1
49320,22,4623,1
49320,16,4659,0
49320,121,5055,0
49330,32,1883,1
49330,336,3154,0
49330,64,3447,1
49330,353,3618,0
49330,16,4434,0
49330,36,5129,0
49340,353,2847,0
49340,32,3062,1
49340,121,3213,1
49340,16,3578,1
49340,307,5184,0
49340,64,5404,0
49350,353,1464,0
49350,32,2554,1
49350,64,3805,1
49350,22,3835,1
49350,16,5187,0
49350,121,5634,0
49360,353,2561,0
49360,32,3671,1
49360,121,3698,1
49360,16,3862,1
49360,307,5167,0
49360,22,5509,0
49370,32,1078,1
49370,16,3197,1
49370,336,3851,0
49370,353,3863,0
49370,64,4362,0
49370,36,4871,0
49380,353,1823,0
49380,32,2001,1
49380,64,4343,1
49380,16,4685,1
49380,22,4771,0
49380,121,4833,0
49390,353,1565,0
49390,32,3178,1
49390,22,3356,1
49390,64,4224,1
49390,337,5281,0
49390,16,5726,0
49400,353,369,0
49400,32,2892,1
49400,22,3018,1
49400,64,4057,1
49400,47,5296,0
49400,16,5440,0
49410,32,1562,1
49410,16,3222,1
49410,353,4062,0
49410,121,4631,1
49410,64,4698,0
49410,336,5079,0
49420,32,2663,1
49420,336,2994,0
49420,36,3095,1
49420,16,3781,1
49420,353,5113,0
49420,344,5434,0
49430,32,1625,1
49430,353,2268,0
49430,64,2814,1
49430,22,3908,1
49430,16,4173,0
49430,336,4770,0
49440,32,1779,1
49440,16,2714,1
49440,336,3606,0
49440,36,3924,1
49440,353,4564,0
49440,344,4591,0
49450,16,2819,1
49450,32,2924,1
49450,121,3635,1
49450,353,4113,0
49450,344,4696,0
49450,307,5605,0
49460,32,1176,1
49460,353,3258,0
49460,16,3756,1
49460,64,3757,1
49460,336,3865,0
49460,22,4898,0
49480,32,1004,1
49480,353,2737,0
49480,64,3127,1
49480,16,3552,1
49480,22,4268,0
49480,336,4452,0
49490,353,2226,0
49490,22,3266,1
49490,32,3359,1
49490,64,3476,1
49490,337,4723,0
49490,16,5907,0
49500,32,1822,1
49500,336,2828,0
49500,36,3839,1
49500,16,3869,1
49500,353,4272,0
49500,64,4740,0
49510,32,2604,1
49510,16,2991,1
49510,121,3766,1
49510,353,3935,0
49510,344,4868,0
49510,64,5602,0
49520,32,2245,1
49520,336,3077,0
49520,36,3317,1
49520,16,3749,1
49520,353,4695,0
49520,64,5162,0
49530,16,2288,1
49530,32,2647,1
49530,121,3840,1
49530,344,4165,0
49530,36,5249,0
49530,353,5283,0
49540,353,1941,0
49540,32,2737,1
49540,121,4434,1
49540,16,4799,1
49540,22,4889,0
49540,64,5080,0
49560,353,1867,0
49560,32,3025,1
49560,121,4119,1
49560,16,4484,1
49560,22,4816,0
49560,307,5132,0
49570,32,1562,1
49570,16,3222,1
49570,353,4062,0
49570,121,4631,1
49570,64,4698,0
49570,336,5079,0
49590,353,1302,0
49590,22,3048,1
49590,32,3756,1
49590,47,4308,1
49590,64,4921,0
49590,337,5614,0
49600,32,2665,1
49600,16,3051,1
49600,121,3826,1
49600,353,3995,0
49600,344,4928,0
49600,64,5662,0
49610,32,1491,1
49610,353,2535,0
49610,64,3834,1
49610,16,4175,1
49610,121,4390,0
49610,22,4975,0
49620,32,1562,1
49620,16,3222,1
49620,353,4062,0
49620,121,4631,1
49620,64,4698,0
49620,336,5079,0
49630,32,1926,1
49630,353,2169,0
49630,64,3499,1
49630,22,3824,1
49630,16,4474,0
49630,336,5311,0
49640,32,2374,1
49640,64,2617,1
49640,353,3016,0
49640,336,3745,0
49640,22,4656,0
49640,16,4922,0
49650,353,1186,0
49650,32,2851,1
49650,22,2978,1
49650,64,4017,1
49650,16,5399,0
49650,47,5487,0
49660,16,2468,1
49660,32,3122,1
49660,121,3484,1
49660,353,4114,0
49660,344,4345,0
49660,307,5377,0
49670,32,2314,1
49670,353,2763,0
49670,121,3573,1
49670,16,3955,1
49670,64,4661,0
49670,307,5544,0
49680,353,847,0
49680,32,2595,1
49680,22,2721,1
49680,64,3761,1
49680,16,5143,0
49680,337,5288,0
49690,353,2176,0
49690,32,3267,1
49690,121,3715,1
49690,16,4080,1
49690,22,5125,0
49690,64,5614,0
49700,353,958,0
49700,32,2414,1
49700,22,3907,1
49700,64,4757,1
49700,16,5098,0
49700,121,5205,0
49710,16,2468,1
49710,32,3122,1
49710,121,3484,1
49710,353,4114,0
49710,344,4345,0
49710,307,5377,0
49730,353,944,0
49730,22,2671,1
49730,32,3156,1
49730,64,4321,1
49730,47,4792,0
49730,337,5238,0
49740,16,2599,1
49740,121,2960,1
49740,32,3702,1
49740,353,4126,0
49740,344,4476,0
49740,307,5183,0
49750,32,2251,1
49750,353,3180,0
49750,121,3354,1
49750,16,3736,1
49750,64,4622,0
49750,307,5325,0
49770,32,790,1
49770,353,3240,0
49770,16,3340,1
49770,336,3495,0
49770,64,3739,0
49770,36,4695,0
49800,32,1789,1
49800,353,2475,0
49800,64,3871,1
49800,16,4337,1
49800,22,4478,0
49800,121,5235,0
53000,336,498,0
53000,64,3064,1
53000,36,3307,1
53000,32,3728,1
53000,315,4540,0
53000,353,6020,0
53100,336,2102,0
53100,315,3838,0
53100,64,4012,1
53100,36,4113,1
53100,32,5345,0
53100,38,6358,0
53120,336,2527,0
53120,315,3301,0
53120,36,3870,1
53120,64,4660,1
53120,38,6242,0
53120,32,6263,0
53150,336,1798,0
53150,64,2601,1
53150,36,3970,1
53150,32,4567,0
53150,315,5330,0
53150,134,6031,0
53160,64,2782,1
53160,336,3140,0
53160,36,5311,1
53160,32,5750,0
53160,315,5819,0
53160,141,6041,0
53170,336,1531,0
53170,64,2846,1
53170,32,3436,1
53170,36,4120,1
53170,353,4977,0
53170,315,5466,0
53190,315,2572,0
53190,336,2856,0
53190,36,3698,1
53190,64,4989,1
53190,38,6056,0
53190,347,6543,0
53200,336,1945,0
53200,32,2130,1
53200,64,3794,1
53200,36,4525,1
53200,353,4580,0
53200,16,4775,0
53210,336,1777,0
53210,64,1982,1
53210,36,3789,1
53210,32,4447,0
53210,315,5178,0
53210,134,5412,0
53220,336,2273,0
53220,315,2778,0
53220,36,3220,1
53220,64,4407,1
53220,32,6010,0
53220,347,6217,0
53230,336,1083,0
53230,36,3153,1
53230,32,3264,1
53230,64,3901,1
53230,315,4725,0
53230,16,5310,0
53240,336,1454,0
53240,64,3407,1
53240,36,3607,1
53240,315,4197,0
53240,32,4899,0
53240,347,6758,0
53260,336,1194,0
53260,64,3145,1
53260,32,3335,1
53260,36,3968,1
53260,315,5314,0
53260,353,5569,0
53270,64,2149,1
53270,336,2437,0
53270,36,4449,1
53270,32,4743,0
53270,353,5386,0
53270,134,5580,0
53290,336,2728,0
53290,32,2894,1
53290,64,3118,1
53290,353,4256,0
53290,36,5261,0
53290,16,5444,0
53300,336,2733,0
53300,315,3943,0
53300,64,4493,1
53300,36,4559,1
53300,38,5660,0
53300,32,5866,0
53320,336,1068,0
53320,36,2711,1
53320,64,3732,1
53320,32,3915,0
53320,315,4303,0
53320,16,5590,0
53340,336,2319,0
53340,64,2391,1
53340,32,3989,1
53340,36,4331,1
53340,353,4632,0
53340,315,5720,0
53350,336,1765,0
53350,36,2928,1
53350,32,3482,1
53350,64,4429,1
53350,16,4657,0
53350,315,4864,0
53360,336,1373,0
53360,32,3046,1
53360,64,3674,1
53360,36,3799,1
53360,315,5310,0
53360,16,5433,0
53380,336,1600,0
53380,315,3020,0
53380,36,3213,1
53380,64,3733,1
53380,32,5336,0
53380,347,6291,0
53390,336,2318,0
53390,36,2772,1
53390,32,3177,1
53390,16,4340,1
53390,64,4982,0
53390,315,5159,0
53400,336,1742,0
53400,32,2630,1
53400,36,3710,1
53400,64,4637,1
53400,16,4677,0
53400,353,5080,0
53410,336,1388,0
53410,36,2912,1
53410,315,3512,0
53410,64,3656,1
53410,32,4753,0
53410,347,6063,0
53420,336,1335,0
53420,64,3469,1
53420,36,3487,1
53420,315,3580,0
53420,32,5071,0
53420,347,6639,0
53440,336,2183,0
53440,64,3458,1
53440,36,4354,1
53440,315,4862,0
53440,32,5315,0
53440,38,6026,0
53470,336,1501,0
53470,64,3186,1
53470,36,3673,1
53470,32,4634,0
53470,315,4839,0
53470,134,6616,0
53480,336,1699,0
53480,64,2093,1
53480,36,3711,1
53480,32,4250,0
53480,315,5100,0
53480,353,5423,0
53500,336,1547,0
53500,315,3056,0
53500,36,3331,1
53500,64,3680,1
53500,32,5283,0
53500,347,6328,0
53540,336,1594,0
53540,36,2815,1
53540,32,3697,1
53540,64,4257,1
53540,315,4606,0
53540,16,5068,0
53600,336,2654,0
53600,64,2762,1
53600,36,4632,1
53600,32,4981,0
53600,315,5881,0
53600,353,6080,0
53640,336,2601,0
53640,64,3937,1
53640,36,4772,1
53640,315,5110,0
53640,38,5440,0
53640,32,5733,0
53800,336,2331,0
53800,32,3043,1
53800,36,3374,1
53800,16,4400,1
53800,64,5048,0
53800,315,5492,0
53810,336,787,0
53810,64,3004,1
53810,36,3022,1
53810,315,4183,0
53810,32,4263,0
53810,347,6174,0
53940,336,580,0
53940,36,2983,1
53940,64,3128,1
53940,32,4232,0
53940,315,4380,0
53940,16,6044,0
53950,336,1335,0
53950,64,3010,1
53950,36,3511,1
53950,32,4241,0
53950,315,4900,0
53950,134,6441,0
53960,336,1034,0
53960,64,2783,1
53960,36,3429,1
53960,32,3663,0
53960,315,4775,0
53960,353,5767,0
53970,336,787,0
53970,32,3573,1
53970,64,3634,1
53970,36,3676,1
53970,315,4955,0
53970,16,5839,0
56000,346,767,1
56000,45,2530,1
56000,344,3898,0
56000,16,4228,1
56000,36,4400,0
56000,347,5345,0
56100,45,493,1
56100,346,2711,1
56100,37,5052,1
56100,347,5074,0
56100,36,5663,0
56100,344,5746,0
56120,346,2568,1
56120,45,2937,1
56120,36,3139,1
56120,347,3603,0
56120,344,5174,0
56120,16,5504,0
56130,346,1862,1
56130,344,2420,0
56130,16,2749,1
56130,45,4122,1
56130,36,4471,0
56130,32,5275,0
56140,346,2046,1
56140,36,3096,1
56140,45,4066,1
56140,344,4476,0
56140,16,4805,0
56140,347,4923,0
56150,45,1539,1
56150,346,2337,1
56150,347,3531,0
56150,36,4160,1
56150,344,5372,0
56150,16,5702,0
56170,346,5958,1
56170,45,6320,1
56170,344,8994,0
56170,16,9323,0
56170,36,9544,0
56170,347,10153,0
56190,346,1067,1
56190,344,2657,0
56190,16,2987,1
56190,45,3327,1
56190,36,4478,0
56190,32,5512,0
56200,346,2833,1
56200,36,3097,1
56200,344,4254,0
56200,16,4386,1
56200,45,4788,0
56200,347,5645,0
56220,346,2088,1
56220,344,3515,0
56220,36,3802,1
56220,16,3845,1
56220,45,4155,0
56220,347,5938,0
56230,346,1331,1
56230,344,3346,0
56230,45,3398,1
56230,16,3676,1
56230,36,3680,0
56230,347,5386,0
56240,45,1623,1
56240,346,3377,1
56240,347,4760,0
56240,37,5651,1
56240,314,6070,0
56240,36,6080,0
56250,346,888,1
56250,45,2956,1
56250,36,3666,1
56250,344,3924,0
56250,16,4254,0
56250,347,5372,0
56260,45,813,1
56260,346,2982,1
56260,37,5323,1
56260,347,5345,0
56260,36,5934,0
56260,344,6017,0
56270,45,831,1
56270,346,3171,1
56270,37,5282,1
56270,347,5534,0
56270,36,6124,0
56270,344,6207,0
56290,45,1347,1
56290,346,2816,1
56290,347,5179,0
56290,36,5768,1
56290,37,5770,0
56290,344,5851,0
56300,45,2818,1
56300,347,3167,0
56300,346,3284,1
56300,36,4491,1
56300,314,4996,0
56300,37,6160,0
56310,45,2419,1
56310,346,3382,1
56310,347,4059,0
56310,36,5206,1
56310,314,5876,0
56310,344,6418,0
